,index,ID_SENSOR,DIRECTION,DATETIME,NUM_VEHICLES,SPEED_MEAN,SPEED_SD,EVENT,LON,LAT,Temp,Humidity,Wind,Pressure,prev15,prev30,Working_Days
0,0,1,0,2018-09-01 08:00:00,504.0,99.3,17.19,NO_EVENT,12.291754,41.800588,24.69,0.69,5.04,1014.98,,,0
1,1,1,0,2018-09-01 08:15:00,481.0,102.1,18.12,NO_EVENT,12.291754,41.800588,24.78,0.69,5.02,1015.01,-23.0,,0
2,2,1,0,2018-09-01 08:30:00,617.0,99.2,17.91,NO_EVENT,12.291754,41.800588,24.86,0.69,5.07,1015.03,136.0,113.0,0
3,3,1,0,2018-09-01 08:45:00,562.0,101.7,16.62,NO_EVENT,12.291754,41.800588,24.95,0.69,5.18,1015.06,-55.0,81.0,0
4,4,1,0,2018-09-01 09:00:00,521.0,99.7,17.06,NO_EVENT,12.291754,41.800588,25.03,0.69,5.35,1015.09,-41.0,-96.0,0
5,5,1,0,2018-09-01 09:15:00,448.0,99.2,17.98,NO_EVENT,12.291754,41.800588,25.11,0.67,5.48,1015.09,-73.0,-114.0,0
6,6,1,0,2018-09-01 09:30:00,574.0,97.5,16.57,NO_EVENT,12.291754,41.800588,25.18,0.64,5.65,1015.09,126.0,53.0,0
7,7,1,0,2018-09-01 09:45:00,539.0,97.4,17.95,NO_EVENT,12.291754,41.800588,25.25,0.61,5.87,1015.08,-35.0,91.0,0
8,8,1,0,2018-09-01 10:00:00,525.0,96.7,18.54,NO_EVENT,12.291754,41.800588,25.32,0.59,6.12,1015.08,-14.0,-49.0,0
9,9,1,0,2018-09-01 10:15:00,506.0,97.5,17.6,NO_EVENT,12.291754,41.800588,25.21,0.59,5.81,1015.05,-19.0,-33.0,0
10,10,1,0,2018-09-01 10:30:00,679.0,94.9,17.91,NO_EVENT,12.291754,41.800588,25.1,0.6,5.51,1015.02,173.0,154.0,0
11,11,1,0,2018-09-01 10:45:00,695.0,91.9,16.65,NO_EVENT,12.291754,41.800588,24.99,0.61,5.22,1014.99,16.0,189.0,0
12,12,1,0,2018-09-01 11:00:00,569.0,94.4,18.35,NO_EVENT,12.291754,41.800588,24.88,0.61,4.95,1014.96,-126.0,-110.0,0
13,13,1,0,2018-09-01 11:15:00,517.0,97.4,19.5,NO_EVENT,12.291754,41.800588,25.13,0.61,4.89,1014.9,-52.0,-178.0,0
14,14,1,0,2018-09-01 11:30:00,726.0,94.5,17.77,NO_EVENT,12.291754,41.800588,25.38,0.6,4.83,1014.85,209.0,157.0,0
15,15,1,0,2018-09-01 11:45:00,647.0,96.0,18.87,NO_EVENT,12.291754,41.800588,25.63,0.6,4.79,1014.79,-79.0,130.0,0
16,16,1,0,2018-09-01 12:00:00,623.0,91.0,17.52,NO_EVENT,12.291754,41.800588,25.88,0.59,4.75,1014.74,-24.0,-103.0,0
17,17,1,0,2018-09-01 12:15:00,572.0,93.1,17.53,NO_EVENT,12.291754,41.800588,25.92,0.6,4.79,1014.67,-51.0,-75.0,0
18,18,1,0,2018-09-01 12:30:00,709.0,93.2,18.08,NO_EVENT,12.291754,41.800588,25.96,0.6,4.82,1014.6,137.0,86.0,0
19,19,1,0,2018-09-01 12:45:00,617.0,100.2,16.91,NO_EVENT,12.291754,41.800588,26.01,0.61,4.86,1014.53,-92.0,45.0,0
20,20,1,0,2018-09-01 13:00:00,573.0,96.6,19.48,NO_EVENT,12.291754,41.800588,26.04,0.61,4.9,1014.46,-44.0,-136.0,0
21,21,1,0,2018-09-01 13:15:00,494.0,98.5,19.23,NO_EVENT,12.291754,41.800588,26.14,0.6,4.84,1014.39,-79.0,-123.0,0
22,22,1,0,2018-09-01 13:30:00,580.0,96.9,17.99,NO_EVENT,12.291754,41.800588,26.24,0.59,4.78,1014.33,86.0,7.0,0
23,23,1,0,2018-09-01 13:45:00,557.0,95.5,18.66,NO_EVENT,12.291754,41.800588,26.34,0.58,4.72,1014.26,-23.0,63.0,0
24,24,1,0,2018-09-01 14:00:00,546.0,97.7,17.76,NO_EVENT,12.291754,41.800588,26.44,0.58,4.66,1014.2,-11.0,-34.0,0
25,25,1,0,2018-09-01 14:15:00,455.0,99.5,20.75,NO_EVENT,12.291754,41.800588,26.43,0.57,4.37,1014.15,-91.0,-102.0,0
26,26,1,0,2018-09-01 14:30:00,501.0,97.2,19.04,NO_EVENT,12.291754,41.800588,26.43,0.56,4.09,1014.1,46.0,-45.0,0
27,27,1,0,2018-09-01 14:45:00,523.0,98.0,20.25,NO_EVENT,12.291754,41.800588,26.42,0.55,3.81,1014.05,22.0,68.0,0
28,28,1,0,2018-09-01 15:00:00,408.0,96.4,20.79,NO_EVENT,12.291754,41.800588,26.41,0.55,3.55,1014.01,-115.0,-93.0,0
29,29,1,0,2018-09-01 15:15:00,399.0,100.4,20.29,NO_EVENT,12.291754,41.800588,26.17,0.57,3.61,1013.99,-9.0,-124.0,0
30,30,1,0,2018-09-01 15:30:00,174.0,98.7,17.56,NO_EVENT,12.291754,41.800588,25.93,0.6,3.69,1013.97,-225.0,-234.0,0
31,31,1,0,2018-09-01 15:45:00,89.0,111.7,13.63,NO_EVENT,12.291754,41.800588,25.68,0.63,3.8,1013.96,-85.0,-310.0,0
32,32,1,0,2018-09-01 16:00:00,209.0,108.7,13.22,NO_EVENT,12.291754,41.800588,25.44,0.66,3.93,1013.94,120.0,35.0,0
33,33,1,0,2018-09-01 16:15:00,212.0,104.7,14.65,NO_EVENT,12.291754,41.800588,25.43,0.65,2.76,1013.96,3.0,123.0,0
34,34,1,0,2018-09-01 16:30:00,217.0,99.5,16.73,NO_EVENT,12.291754,41.800588,25.42,0.65,1.75,1013.98,5.0,8.0,0
35,35,1,0,2018-09-01 16:45:00,186.0,106.2,14.09,NO_EVENT,12.291754,41.800588,25.41,0.65,1.35,1014.0,-31.0,-26.0,0
36,36,1,0,2018-09-01 17:00:00,147.0,109.0,14.37,NO_EVENT,12.291754,41.800588,25.39,0.65,1.97,1014.01,-39.0,-70.0,0
37,37,1,0,2018-09-01 17:15:00,107.0,107.4,14.49,NO_EVENT,12.291754,41.800588,24.89,0.65,1.33,1014.06,-40.0,-79.0,0
38,38,1,0,2018-09-01 17:30:00,196.0,109.1,14.86,NO_EVENT,12.291754,41.800588,24.39,0.66,0.71,1014.11,89.0,49.0,0
39,39,1,0,2018-09-01 17:45:00,187.0,110.4,13.61,NO_EVENT,12.291754,41.800588,23.89,0.67,0.27,1014.16,-9.0,80.0,0
40,40,1,0,2018-09-01 18:00:00,178.0,112.3,13.56,NO_EVENT,12.291754,41.800588,23.39,0.67,0.7,1014.21,-9.0,-18.0,0
41,41,1,0,2018-09-01 18:15:00,89.0,107.5,14.08,NO_EVENT,12.291754,41.800588,23.21,0.7,0.69,1014.28,-89.0,-98.0,0
42,42,1,0,2018-09-01 18:30:00,150.0,110.9,15.47,NO_EVENT,12.291754,41.800588,23.03,0.73,0.74,1014.35,61.0,-28.0,0
43,43,1,0,2018-09-01 18:45:00,192.0,108.4,15.41,NO_EVENT,12.291754,41.800588,22.86,0.76,0.84,1014.42,42.0,103.0,0
44,44,1,0,2018-09-01 19:00:00,163.0,114.3,16.66,NO_EVENT,12.291754,41.800588,22.68,0.79,0.97,1014.49,-29.0,13.0,0
45,45,1,0,2018-09-01 19:15:00,218.0,105.3,14.22,NO_EVENT,12.291754,41.800588,22.51,0.8,0.84,1014.56,55.0,26.0,0
46,46,1,0,2018-09-01 19:30:00,227.0,108.3,16.59,NO_EVENT,12.291754,41.800588,22.33,0.8,0.73,1014.63,9.0,64.0,0
47,47,1,0,2018-09-01 19:45:00,236.0,104.1,15.52,NO_EVENT,12.291754,41.800588,22.16,0.8,0.62,1014.7,9.0,18.0,0
48,48,1,0,2018-09-01 20:00:00,149.0,106.3,14.68,NO_EVENT,12.291754,41.800588,21.98,0.8,0.53,1014.78,-87.0,-78.0,0
49,49,1,0,2018-09-01 20:15:00,215.0,108.4,14.95,NO_EVENT,12.291754,41.800588,22.18,0.79,0.32,1014.84,66.0,-21.0,0
50,50,1,0,2018-09-01 20:30:00,178.0,109.0,14.67,NO_EVENT,12.291754,41.800588,22.39,0.77,0.13,1014.9,-37.0,29.0,0
51,51,1,0,2018-09-01 20:45:00,161.0,109.3,14.38,NO_EVENT,12.291754,41.800588,22.59,0.76,0.17,1014.96,-17.0,-54.0,0
52,52,1,0,2018-09-02 08:00:00,171.0,106.0,17.2,NO_EVENT,12.291754,41.800588,23.39,0.65,3.0,1015.02,10.0,-7.0,0
53,53,1,0,2018-09-02 08:15:00,343.0,106.1,17.29,NO_EVENT,12.291754,41.800588,23.8,0.63,3.08,1015.05,172.0,182.0,0
54,54,1,0,2018-09-02 08:30:00,389.0,103.6,17.9,NO_EVENT,12.291754,41.800588,24.21,0.61,3.27,1015.07,46.0,218.0,0
55,55,1,0,2018-09-02 08:45:00,402.0,103.0,17.19,NO_EVENT,12.291754,41.800588,24.62,0.59,3.54,1015.1,13.0,59.0,0
56,56,1,0,2018-09-02 09:00:00,414.0,103.0,18.09,NO_EVENT,12.291754,41.800588,25.03,0.57,3.87,1015.13,12.0,25.0,0
57,57,1,0,2018-09-02 09:15:00,456.0,103.0,18.69,NO_EVENT,12.291754,41.800588,25.24,0.57,3.92,1015.12,42.0,54.0,0
58,58,1,0,2018-09-02 09:30:00,487.0,100.5,18.32,NO_EVENT,12.291754,41.800588,25.46,0.56,3.99,1015.12,31.0,73.0,0
59,59,1,0,2018-09-02 09:45:00,572.0,96.0,17.65,NO_EVENT,12.291754,41.800588,25.67,0.55,4.09,1015.12,85.0,116.0,0
60,60,1,0,2018-09-02 10:00:00,496.0,98.0,18.73,NO_EVENT,12.291754,41.800588,25.88,0.54,4.23,1015.12,-76.0,9.0,0
61,61,1,0,2018-09-02 10:15:00,534.0,93.1,18.09,NO_EVENT,12.291754,41.800588,25.77,0.55,4.28,1015.09,38.0,-38.0,0
62,62,1,0,2018-09-02 10:30:00,658.0,95.0,16.95,NO_EVENT,12.291754,41.800588,25.66,0.55,4.36,1015.06,124.0,162.0,0
63,63,1,0,2018-09-02 10:45:00,618.0,93.9,18.4,NO_EVENT,12.291754,41.800588,25.55,0.55,4.48,1015.03,-40.0,84.0,0
64,64,1,0,2018-09-02 11:00:00,575.0,91.7,18.61,NO_EVENT,12.291754,41.800588,25.44,0.55,4.62,1015.0,-43.0,-83.0,0
65,65,1,0,2018-09-02 11:15:00,556.0,94.9,19.15,NO_EVENT,12.291754,41.800588,25.55,0.56,4.66,1014.94,-19.0,-62.0,0
66,66,1,0,2018-09-02 11:30:00,724.0,91.7,18.67,NO_EVENT,12.291754,41.800588,25.66,0.57,4.7,1014.89,168.0,149.0,0
67,67,1,0,2018-09-02 11:45:00,680.0,93.0,18.68,NO_EVENT,12.291754,41.800588,25.77,0.58,4.74,1014.83,-44.0,124.0,0
68,68,1,0,2018-09-02 12:00:00,630.0,95.5,17.43,NO_EVENT,12.291754,41.800588,25.88,0.59,4.78,1014.77,-50.0,-94.0,0
69,69,1,0,2018-09-02 12:15:00,614.0,94.6,18.19,NO_EVENT,12.291754,41.800588,25.88,0.59,4.59,1014.7,-16.0,-66.0,0
70,70,1,0,2018-09-02 12:30:00,676.0,99.2,17.91,NO_EVENT,12.291754,41.800588,25.89,0.59,4.4,1014.64,62.0,46.0,0
71,71,1,0,2018-09-02 12:45:00,664.0,96.5,18.34,NO_EVENT,12.291754,41.800588,25.89,0.59,4.2,1014.57,-12.0,50.0,0
72,72,1,0,2018-09-02 13:00:00,642.0,98.8,18.0,NO_EVENT,12.291754,41.800588,25.9,0.59,4.01,1014.5,-22.0,-34.0,0
73,73,1,0,2018-09-02 13:15:00,596.0,101.0,17.71,NO_EVENT,12.291754,41.800588,25.78,0.6,4.25,1014.43,-46.0,-68.0,0
74,74,1,0,2018-09-02 13:30:00,628.0,100.6,17.88,NO_EVENT,12.291754,41.800588,25.67,0.61,4.56,1014.37,32.0,-14.0,0
75,75,1,0,2018-09-02 13:45:00,616.0,99.3,18.18,NO_EVENT,12.291754,41.800588,25.55,0.61,4.95,1014.3,-12.0,20.0,0
76,76,1,0,2018-09-02 14:00:00,569.0,96.9,18.12,NO_EVENT,12.291754,41.800588,25.43,0.62,5.39,1014.23,-47.0,-59.0,0
77,77,1,0,2018-09-02 14:15:00,516.0,99.0,18.14,NO_EVENT,12.291754,41.800588,25.55,0.62,5.23,1014.19,-53.0,-100.0,0
78,78,1,0,2018-09-02 14:30:00,581.0,96.3,18.01,NO_EVENT,12.291754,41.800588,25.67,0.62,5.11,1014.14,65.0,12.0,0
79,79,1,0,2018-09-02 14:45:00,527.0,93.8,18.35,NO_EVENT,12.291754,41.800588,25.78,0.63,5.01,1014.09,-54.0,11.0,0
80,80,1,0,2018-09-02 15:00:00,477.0,97.6,18.29,NO_EVENT,12.291754,41.800588,25.9,0.63,4.94,1014.05,-50.0,-104.0,0
81,81,1,0,2018-09-02 15:15:00,435.0,99.1,20.38,NO_EVENT,12.291754,41.800588,25.78,0.62,4.83,1014.03,-42.0,-92.0,0
82,82,1,0,2018-09-02 15:30:00,578.0,98.1,19.54,NO_EVENT,12.291754,41.800588,25.65,0.61,4.73,1014.01,143.0,101.0,0
83,83,1,0,2018-09-02 15:45:00,587.0,94.0,18.98,NO_EVENT,12.291754,41.800588,25.52,0.6,4.64,1014.0,9.0,152.0,0
84,84,1,0,2018-09-02 16:00:00,557.0,93.0,20.68,NO_EVENT,12.291754,41.800588,25.39,0.6,4.58,1013.98,-30.0,-21.0,0
85,85,1,0,2018-09-02 16:15:00,564.0,92.1,19.49,NO_EVENT,12.291754,41.800588,25.14,0.6,4.22,1014.0,7.0,-23.0,0
86,86,1,0,2018-09-02 16:30:00,629.0,92.4,18.99,NO_EVENT,12.291754,41.800588,24.89,0.6,3.85,1014.02,65.0,72.0,0
87,87,1,0,2018-09-02 16:45:00,671.0,90.7,19.07,NO_EVENT,12.291754,41.800588,24.64,0.6,3.49,1014.03,42.0,107.0,0
88,88,1,0,2018-09-02 17:00:00,607.0,87.4,18.77,NO_EVENT,12.291754,41.800588,24.39,0.6,3.12,1014.05,-64.0,-22.0,0
89,89,1,0,2018-09-02 17:15:00,607.0,87.3,18.96,NO_EVENT,12.291754,41.800588,24.02,0.62,2.91,1014.1,0.0,-64.0,0
90,90,1,0,2018-09-02 17:30:00,672.0,90.3,20.3,NO_EVENT,12.291754,41.800588,23.64,0.64,2.7,1014.15,65.0,65.0,0
91,91,1,0,2018-09-02 17:45:00,603.0,91.8,17.8,NO_EVENT,12.291754,41.800588,23.27,0.66,2.51,1014.2,-69.0,-4.0,0
92,92,1,0,2018-09-02 18:00:00,575.0,92.2,19.13,NO_EVENT,12.291754,41.800588,22.9,0.68,2.32,1014.25,-28.0,-97.0,0
93,93,1,0,2018-09-02 18:15:00,522.0,97.3,18.91,NO_EVENT,12.291754,41.800588,22.81,0.7,2.08,1014.32,-53.0,-81.0,0
94,94,1,0,2018-09-02 18:30:00,619.0,94.2,17.25,NO_EVENT,12.291754,41.800588,22.72,0.72,1.84,1014.39,97.0,44.0,0
95,95,1,0,2018-09-02 18:45:00,542.0,94.3,17.61,NO_EVENT,12.291754,41.800588,22.63,0.74,1.6,1014.46,-77.0,20.0,0
96,96,1,0,2018-09-02 19:00:00,514.0,92.3,17.89,NO_EVENT,12.291754,41.800588,22.54,0.77,1.35,1014.53,-28.0,-105.0,0
97,97,1,0,2018-09-02 19:15:00,450.0,96.1,20.25,NO_EVENT,12.291754,41.800588,22.08,0.79,1.1,1014.6,-64.0,-92.0,0
98,98,1,0,2018-09-02 19:30:00,541.0,94.1,17.33,NO_EVENT,12.291754,41.800588,21.61,0.81,0.85,1014.67,91.0,27.0,0
99,99,1,0,2018-09-02 19:45:00,518.0,93.6,19.36,NO_EVENT,12.291754,41.800588,21.15,0.83,0.61,1014.74,-23.0,68.0,0
100,100,1,0,2018-09-02 20:00:00,483.0,94.9,18.84,NO_EVENT,12.291754,41.800588,20.69,0.85,0.39,1014.82,-35.0,-58.0,0
101,101,1,0,2018-09-02 20:15:00,433.0,91.4,21.46,NO_EVENT,12.291754,41.800588,20.69,0.84,0.23,1014.88,-50.0,-85.0,0
102,102,1,0,2018-09-02 20:30:00,415.0,89.5,19.28,NO_EVENT,12.291754,41.800588,20.69,0.84,0.62,1014.94,-18.0,-68.0,0
103,103,1,0,2018-09-02 20:45:00,149.0,94.3,21.86,NO_EVENT,12.291754,41.800588,20.69,0.83,1.06,1015.0,-266.0,-284.0,0
104,104,1,0,2018-09-03 07:15:00,235.0,105.8,12.0,NO_EVENT,12.291754,41.800588,21.19,0.77,2.26,1014.93,86.0,-180.0,1
105,105,1,0,2018-09-03 07:30:00,476.0,103.2,13.67,NO_EVENT,12.291754,41.800588,21.78,0.74,2.11,1014.98,241.0,327.0,1
106,106,1,0,2018-09-03 07:45:00,499.0,100.3,13.98,NO_EVENT,12.291754,41.800588,22.37,0.71,1.95,1015.02,23.0,264.0,1
107,107,1,0,2018-09-03 08:00:00,208.0,101.1,14.04,NO_EVENT,12.291754,41.800588,22.95,0.69,1.8,1015.06,-291.0,-268.0,1
108,108,1,0,2018-09-03 08:15:00,201.0,108.8,12.72,NO_EVENT,12.291754,41.800588,23.43,0.66,1.36,1015.09,-7.0,-298.0,1
109,109,1,0,2018-09-03 08:30:00,139.0,108.0,11.45,NO_EVENT,12.291754,41.800588,23.91,0.63,1.41,1015.11,-62.0,-69.0,1
110,110,1,0,2018-09-03 08:45:00,252.0,110.8,11.94,NO_EVENT,12.291754,41.800588,24.39,0.61,1.9,1015.14,113.0,51.0,1
111,111,1,0,2018-09-03 09:00:00,333.0,109.7,13.92,NO_EVENT,12.291754,41.800588,24.88,0.58,2.6,1015.16,81.0,194.0,1
112,112,1,0,2018-09-03 09:15:00,353.0,109.8,14.97,NO_EVENT,12.291754,41.800588,24.99,0.58,2.07,1015.16,20.0,101.0,1
113,113,1,0,2018-09-03 09:30:00,294.0,109.3,13.56,NO_EVENT,12.291754,41.800588,25.1,0.58,1.74,1015.16,-59.0,-39.0,1
114,114,1,0,2018-09-03 09:45:00,334.0,104.3,16.48,NO_EVENT,12.291754,41.800588,25.21,0.58,1.73,1015.16,40.0,-19.0,1
115,115,1,0,2018-09-03 10:00:00,307.0,107.1,15.05,NO_EVENT,12.291754,41.800588,25.32,0.58,2.03,1015.16,-27.0,13.0,1
116,116,1,0,2018-09-03 10:15:00,332.0,105.0,14.82,NO_EVENT,12.291754,41.800588,25.35,0.59,2.43,1015.13,25.0,-2.0,1
117,117,1,0,2018-09-03 10:30:00,314.0,108.4,13.13,NO_EVENT,12.291754,41.800588,25.38,0.59,2.83,1015.1,-18.0,7.0,1
118,118,1,0,2018-09-03 10:45:00,340.0,104.1,14.71,NO_EVENT,12.291754,41.800588,25.41,0.59,3.24,1015.07,26.0,8.0,1
119,119,1,0,2018-09-03 11:00:00,334.0,105.8,14.85,NO_EVENT,12.291754,41.800588,25.44,0.6,3.64,1015.04,-6.0,20.0,1
120,120,1,0,2018-09-03 11:15:00,313.0,107.1,15.1,NO_EVENT,12.291754,41.800588,25.41,0.61,3.33,1014.98,-21.0,-27.0,1
121,121,1,0,2018-09-03 11:30:00,418.0,107.1,15.42,NO_EVENT,12.291754,41.800588,25.38,0.62,3.03,1014.92,105.0,84.0,1
122,122,1,0,2018-09-03 11:45:00,353.0,108.1,16.38,NO_EVENT,12.291754,41.800588,25.35,0.63,2.73,1014.87,-65.0,40.0,1
123,123,1,0,2018-09-03 12:00:00,365.0,103.5,15.39,NO_EVENT,12.291754,41.800588,25.32,0.64,2.43,1014.81,12.0,-53.0,1
124,124,1,0,2018-09-03 12:15:00,410.0,103.4,17.34,NO_EVENT,12.291754,41.800588,25.26,0.64,2.56,1014.74,45.0,57.0,1
125,125,1,0,2018-09-03 12:30:00,436.0,100.4,16.46,NO_EVENT,12.291754,41.800588,25.19,0.64,2.7,1014.67,26.0,71.0,1
126,126,1,0,2018-09-03 12:45:00,453.0,102.3,16.39,NO_EVENT,12.291754,41.800588,25.13,0.64,2.85,1014.6,17.0,43.0,1
127,127,1,0,2018-09-03 13:00:00,465.0,103.4,18.27,NO_EVENT,12.291754,41.800588,25.06,0.64,3.01,1014.53,12.0,29.0,1
128,128,1,0,2018-09-03 13:15:00,546.0,101.3,17.83,NO_EVENT,12.291754,41.800588,25.11,0.65,2.79,1014.47,81.0,93.0,1
129,129,1,0,2018-09-03 13:30:00,574.0,100.6,18.8,NO_EVENT,12.291754,41.800588,25.15,0.66,2.58,1014.4,28.0,109.0,1
130,130,1,0,2018-09-03 13:45:00,564.0,97.6,17.81,NO_EVENT,12.291754,41.800588,25.19,0.67,2.38,1014.34,-10.0,18.0,1
131,131,1,0,2018-09-03 14:00:00,537.0,102.1,18.41,NO_EVENT,12.291754,41.800588,25.24,0.68,2.2,1014.27,-27.0,-37.0,1
132,132,1,0,2018-09-03 14:15:00,676.0,100.1,18.01,NO_EVENT,12.291754,41.800588,25.63,0.66,1.41,1014.22,139.0,112.0,1
133,133,1,0,2018-09-03 14:30:00,618.0,98.3,18.37,NO_EVENT,12.291754,41.800588,26.02,0.63,1.15,1014.18,-58.0,81.0,1
134,134,1,0,2018-09-03 14:45:00,340.0,104.1,19.64,NO_EVENT,12.291754,41.800588,26.41,0.61,1.7,1014.13,-278.0,-336.0,1
135,135,1,0,2018-09-03 15:00:00,396.0,101.8,20.05,NO_EVENT,12.291754,41.800588,26.81,0.59,2.58,1014.08,56.0,-222.0,1
136,136,1,0,2018-09-03 15:15:00,452.0,102.9,19.55,NO_EVENT,12.291754,41.800588,26.31,0.6,1.14,1014.07,56.0,112.0,1
137,137,1,0,2018-09-03 15:30:00,533.0,103.5,19.31,NO_EVENT,12.291754,41.800588,25.82,0.62,0.62,1014.05,81.0,137.0,1
138,138,1,0,2018-09-03 15:45:00,518.0,103.0,18.18,NO_EVENT,12.291754,41.800588,25.33,0.63,1.98,1014.03,-15.0,66.0,1
139,139,1,0,2018-09-03 16:00:00,543.0,100.9,19.21,NO_EVENT,12.291754,41.800588,24.83,0.65,3.44,1014.02,25.0,10.0,1
140,140,1,0,2018-09-03 16:15:00,584.0,98.5,18.81,NO_EVENT,12.291754,41.800588,24.68,0.66,3.36,1014.04,41.0,66.0,1
141,141,1,0,2018-09-03 16:30:00,552.0,101.4,18.42,NO_EVENT,12.291754,41.800588,24.54,0.66,3.27,1014.06,-32.0,9.0,1
142,142,1,0,2018-09-03 16:45:00,542.0,98.2,20.43,NO_EVENT,12.291754,41.800588,24.39,0.67,3.19,1014.07,-10.0,-42.0,1
143,143,1,0,2018-09-03 17:00:00,518.0,96.9,16.42,NO_EVENT,12.291754,41.800588,24.24,0.68,3.12,1014.09,-24.0,-34.0,1
144,144,1,0,2018-09-03 17:15:00,585.0,96.5,16.34,NO_EVENT,12.291754,41.800588,23.77,0.69,2.84,1014.14,67.0,43.0,1
145,145,1,0,2018-09-03 17:30:00,578.0,101.0,17.2,NO_EVENT,12.291754,41.800588,23.31,0.7,2.57,1014.19,-7.0,60.0,1
146,146,1,0,2018-09-03 17:45:00,525.0,100.0,17.92,NO_EVENT,12.291754,41.800588,22.84,0.71,2.3,1014.24,-53.0,-60.0,1
147,147,1,0,2018-09-03 18:00:00,536.0,97.6,20.36,NO_EVENT,12.291754,41.800588,22.37,0.73,2.03,1014.29,11.0,-42.0,1
148,148,1,0,2018-09-03 18:15:00,597.0,98.6,17.38,NO_EVENT,12.291754,41.800588,22.2,0.74,1.76,1014.36,61.0,72.0,1
149,149,1,0,2018-09-03 18:30:00,646.0,98.2,17.96,NO_EVENT,12.291754,41.800588,22.03,0.75,1.51,1014.43,49.0,110.0,1
150,150,1,0,2018-09-03 18:45:00,480.0,97.8,18.16,NO_EVENT,12.291754,41.800588,21.86,0.76,1.27,1014.5,-166.0,-117.0,1
151,151,1,0,2018-09-03 19:00:00,525.0,95.4,18.0,NO_EVENT,12.291754,41.800588,21.69,0.78,1.07,1014.57,45.0,-121.0,1
152,152,1,0,2018-09-03 19:15:00,585.0,98.5,18.92,NO_EVENT,12.291754,41.800588,21.44,0.79,1.01,1014.64,60.0,105.0,1
153,153,1,0,2018-09-03 19:30:00,564.0,95.0,18.17,NO_EVENT,12.291754,41.800588,21.19,0.79,1.0,1014.71,-21.0,39.0,1
154,154,1,0,2018-09-03 19:45:00,552.0,97.1,19.06,NO_EVENT,12.291754,41.800588,20.94,0.8,1.06,1014.78,-12.0,-33.0,1
155,155,1,0,2018-09-03 20:00:00,485.0,96.9,21.75,NO_EVENT,12.291754,41.800588,20.69,0.81,1.16,1014.86,-67.0,-79.0,1
156,156,1,0,2018-09-03 20:15:00,559.0,94.0,19.37,NO_EVENT,12.291754,41.800588,20.43,0.82,1.16,1014.92,74.0,7.0,1
157,157,1,0,2018-09-03 20:30:00,412.0,94.5,20.18,NO_EVENT,12.291754,41.800588,20.18,0.84,1.17,1014.98,-147.0,-73.0,1
158,158,1,0,2018-09-03 20:45:00,140.0,96.2,21.03,NO_EVENT,12.291754,41.800588,19.93,0.85,1.2,1015.04,-272.0,-419.0,1
159,159,1,0,2018-09-04 08:00:00,761.0,97.3,16.09,NO_EVENT,12.291754,41.800588,22.84,0.76,1.4,1015.1,621.0,349.0,1
160,160,1,0,2018-09-04 08:15:00,657.0,100.1,16.52,NO_EVENT,12.291754,41.800588,23.23,0.74,1.2,1015.13,-104.0,517.0,1
161,161,1,0,2018-09-04 08:30:00,733.0,100.1,16.46,NO_EVENT,12.291754,41.800588,23.63,0.71,1.33,1015.15,76.0,-28.0,1
162,162,1,0,2018-09-04 08:45:00,722.0,100.5,17.06,NO_EVENT,12.291754,41.800588,24.02,0.68,1.71,1015.18,-11.0,65.0,1
163,163,1,0,2018-09-04 09:00:00,716.0,98.3,15.84,NO_EVENT,12.291754,41.800588,24.41,0.65,2.23,1015.2,-6.0,-17.0,1
164,164,1,0,2018-09-04 09:15:00,534.0,99.7,17.93,NO_EVENT,12.291754,41.800588,24.58,0.64,2.45,1015.2,-182.0,-188.0,1
165,165,1,0,2018-09-04 09:30:00,683.0,98.5,17.89,NO_EVENT,12.291754,41.800588,24.74,0.63,2.95,1015.2,149.0,-33.0,1
166,166,1,0,2018-09-04 09:45:00,623.0,100.8,19.49,NO_EVENT,12.291754,41.800588,24.9,0.62,3.63,1015.2,-60.0,89.0,1
167,167,1,0,2018-09-04 10:00:00,612.0,99.6,18.94,NO_EVENT,12.291754,41.800588,25.06,0.61,4.38,1015.2,-11.0,-71.0,1
168,168,1,0,2018-09-04 10:15:00,509.0,97.7,18.66,NO_EVENT,12.291754,41.800588,25.32,0.61,4.0,1015.17,-103.0,-114.0,1
169,169,1,0,2018-09-04 10:30:00,625.0,97.2,17.43,NO_EVENT,12.291754,41.800588,25.58,0.61,3.62,1015.14,116.0,13.0,1
170,170,1,0,2018-09-04 10:45:00,545.0,100.4,18.33,NO_EVENT,12.291754,41.800588,25.84,0.6,3.25,1015.1,-80.0,36.0,1
171,171,1,0,2018-09-04 11:00:00,544.0,100.9,18.08,NO_EVENT,12.291754,41.800588,26.09,0.6,2.9,1015.07,-1.0,-81.0,1
172,172,1,0,2018-09-04 11:15:00,445.0,101.4,19.17,NO_EVENT,12.291754,41.800588,26.19,0.59,2.97,1015.02,-99.0,-100.0,1
173,173,1,0,2018-09-04 11:30:00,592.0,98.9,18.61,NO_EVENT,12.291754,41.800588,26.29,0.58,3.05,1014.96,147.0,48.0,1
174,174,1,0,2018-09-04 11:45:00,594.0,99.6,18.26,NO_EVENT,12.291754,41.800588,26.39,0.57,3.14,1014.9,2.0,149.0,1
175,175,1,0,2018-09-04 12:00:00,575.0,98.4,18.11,NO_EVENT,12.291754,41.800588,26.49,0.55,3.22,1014.85,-19.0,-17.0,1
