"ID_SENSOR","DIRECTION","DATETIME","NUM_VEHICLES","SPEED_MEAN","SPEED_SD","EVENT","LON","LAT"
1,"A","2018-09-23T03:30",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-23T03:45",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-23T04:00",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-23T04:15",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-23T04:30",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-23T04:45",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-23T05:00",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-23T05:15",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-23T05:30",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-23T05:45",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-23T06:00",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-23T06:15",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-23T06:30",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-23T06:45",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-23T07:00",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-23T07:15",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-23T07:30",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-23T07:45",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-23T08:00",126,114.4,12.54,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-23T08:15",248,113.7,14.04,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-23T08:30",227,112.7,12.88,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-23T08:45",286,109.0,12.7,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-23T09:00",214,115.0,13.73,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-23T09:15",286,108.8,14.89,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-23T09:30",305,108.0,13.34,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-23T09:45",239,107.7,12.78,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-23T10:00",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-23T10:15",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-23T10:30",109,102.0,11.49,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-23T10:45",357,102.2,11.51,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-23T11:00",354,99.3,13.28,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-23T11:15",330,104.3,13.44,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-23T11:30",353,102.3,13.06,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-23T11:45",412,103.0,13.2,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-23T12:00",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-23T12:15",260,105.0,12.49,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-23T12:30",406,101.8,13.45,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-23T12:45",450,103.0,13.6,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-23T13:00",314,103.8,15.79,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-23T13:15",407,106.0,14.33,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-23T13:30",428,106.9,15.96,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-23T13:45",347,106.7,15.33,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-23T14:00",332,108.9,18.55,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-23T14:15",391,103.8,15.43,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-23T14:30",376,105.0,15.77,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-23T14:45",335,106.8,16.92,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-23T15:00",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-23T15:15",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-23T15:30",128,107.4,15.97,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-23T15:45",447,98.1,17.94,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-23T16:00",139,97.8,16.66,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-23T16:15",425,98.6,15.89,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-23T16:30",434,98.1,16.58,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-23T16:45",393,99.1,17.19,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-23T17:00",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-23T17:15",307,94.3,18.43,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-23T17:30",491,94.5,16.75,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-23T17:45",605,94.6,16.36,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-23T18:00",431,99.8,16.03,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-23T18:15",546,100.0,15.7,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-23T18:30",571,94.3,16.26,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-23T18:45",523,97.3,17.11,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-23T19:00",477,93.7,17.91,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-23T19:15",544,95.5,18.68,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-23T19:30",537,91.9,18.46,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-23T19:45",515,90.6,20.09,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-23T20:00",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-23T20:15",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-23T20:30",140,89.7,22.06,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-23T20:45",125,92.5,22.8,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-23T21:00",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-23T21:15",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-23T21:30",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-23T21:45",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-23T22:00",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-23T22:15",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-23T22:30",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-23T22:45",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-23T23:00",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-23T23:15",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-23T23:30",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-23T23:45",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T00:00",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T00:15",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T00:30",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T00:45",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T01:00",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T01:15",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T01:30",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T01:45",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T02:00",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T02:15",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T02:30",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T02:45",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T03:00",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T03:15",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T03:30",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T03:45",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T04:00",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T04:15",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T04:30",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T04:45",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T05:00",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T05:15",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T05:30",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T05:45",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T06:00",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T06:15",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T06:30",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T06:45",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T07:00",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T07:15",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T07:30",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T07:45",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T08:00",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T08:15",265,107.7,13.79,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T08:30",392,106.9,12.61,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T08:45",424,109.1,14.07,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T09:00",437,105.2,14.39,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T09:15",417,103.1,14.87,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T09:30",425,104.4,14.11,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T09:45",435,105.8,13.72,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T10:00",409,107.0,14.69,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T10:15",359,107.4,15.37,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T10:30",393,106.8,14.54,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T10:45",402,104.3,15.74,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T11:00",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T11:15",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T11:30",173,105.5,14.68,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T11:45",443,105.3,16.5,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T12:00",425,105.6,17.23,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T12:15",473,102.0,16.88,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T12:30",548,103.8,16.85,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T12:45",565,98.6,17.19,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T13:00",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T13:15",221,108.7,16.21,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T13:30",294,109.7,13.1,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T13:45",263,111.7,13.34,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T14:00",312,111.0,14.92,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T14:15",355,109.1,13.96,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T14:30",302,106.7,14.66,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T14:45",250,112.8,17.19,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T15:00",252,107.8,15.55,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T15:15",299,108.5,14.74,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T15:30",345,106.8,16.19,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T15:45",333,108.0,14.91,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T16:00",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T16:15",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T16:30",118,103.3,18.05,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T16:45",367,104.8,18.06,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T17:00",385,102.3,18.08,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T17:15",497,99.5,16.82,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T17:30",500,102.0,17.4,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T17:45",488,100.0,18.38,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T18:00",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T18:15",306,103.6,18.98,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T18:30",489,100.7,18.89,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T18:45",586,100.2,17.3,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T19:00",599,100.7,17.37,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T19:15",601,95.7,18.34,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T19:30",495,97.1,19.08,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T19:45",519,99.8,18.82,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T20:00",537,96.8,19.04,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T20:15",527,93.5,19.56,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T20:30",328,99.7,21.88,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T20:45",357,102.9,22.44,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T21:00",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T21:15",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T21:30",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T21:45",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T22:00",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T22:15",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T22:30",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T22:45",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T23:00",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T23:15",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T23:30",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-24T23:45",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T00:00",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T00:15",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T00:30",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T00:45",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T01:00",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T01:15",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T01:30",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T01:45",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T02:00",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T02:15",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T02:30",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T02:45",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T03:00",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T03:15",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T03:30",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T03:45",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T04:00",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T04:15",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T04:30",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T04:45",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T05:00",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T05:15",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T05:30",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T05:45",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T06:00",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T06:15",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T06:30",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T06:45",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T07:00",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T07:15",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T07:30",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T07:45",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T08:00",117,112.9,14.22,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T08:15",418,107.1,13.78,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T08:30",326,108.5,13.45,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T08:45",423,109.7,14.61,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T09:00",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T09:15",270,110.0,13.46,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T09:30",267,108.8,13.31,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T09:45",357,108.0,13.28,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T10:00",352,111.8,14.43,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T10:15",324,110.6,14.17,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T10:30",256,112.3,13.46,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T10:45",230,114.2,15.63,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T11:00",250,112.6,14.43,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T11:15",264,108.5,13.92,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T11:30",275,113.5,16.8,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T11:45",280,111.1,14.49,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T12:00",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T12:15",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T12:30",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T12:45",265,113.4,16.68,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T13:00",275,110.9,16.47,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T13:15",343,110.0,17.34,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T13:30",369,105.2,16.2,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T13:45",384,104.2,17.45,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T14:00",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T14:15",334,105.6,17.56,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T14:30",444,107.1,18.97,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T14:45",437,105.3,19.62,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T15:00",380,103.3,21.87,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T15:15",544,100.1,17.6,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T15:30",487,103.3,18.07,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T15:45",441,103.6,17.83,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T16:00",490,100.2,16.74,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T16:15",495,102.4,18.37,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T16:30",467,101.4,17.75,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T16:45",304,100.8,19.13,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T17:00",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T17:15",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T17:30",207,102.2,19.81,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T17:45",473,101.4,17.53,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T18:00",545,102.6,17.98,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T18:15",453,99.8,19.89,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T18:30",496,98.9,18.75,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T18:45",498,97.1,19.67,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T19:00",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T19:15",373,98.8,18.68,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T19:30",600,95.3,18.79,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T19:45",414,98.1,21.07,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T20:00",535,99.4,21.09,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T20:15",494,99.0,20.15,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T20:30",388,102.2,22.41,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T20:45",281,100.4,23.3,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T21:00",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T21:15",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T21:30",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T21:45",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T22:00",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T22:15",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T22:30",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T22:45",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T23:00",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T23:15",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T23:30",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-25T23:45",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-26T00:00",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-26T00:15",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-26T00:30",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-26T00:45",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-26T01:00",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-26T01:15",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-26T01:30",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-26T01:45",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-26T02:00",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-26T02:15",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-26T02:30",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-26T02:45",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-26T03:00",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-26T03:15",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-26T03:30",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-26T03:45",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-26T04:00",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-26T04:15",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-26T04:30",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-26T04:45",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-26T05:00",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-26T05:15",102,118.5,14.57,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-26T05:30",222,114.0,16.53,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-26T05:45",235,115.2,15.98,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-26T06:00",185,112.2,16.35,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-26T06:15",378,103.1,16.2,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-26T06:30",465,103.5,14.5,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-26T06:45",510,103.8,14.35,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-26T07:00",502,107.0,15.08,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-26T07:15",555,104.7,14.1,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-26T07:30",602,102.4,15.41,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-26T07:45",564,103.3,15.56,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-26T08:00",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-26T08:15",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-26T08:30",115,110.8,9.75,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-26T08:45",415,111.9,12.58,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-26T09:00",424,109.9,15.21,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-26T09:15",368,111.9,13.38,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-26T09:30",417,108.8,14.08,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-26T09:45",334,110.2,14.96,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-26T10:00",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-26T10:15",242,105.4,15.12,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-26T10:30",408,107.8,14.26,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-26T10:45",221,111.4,16.87,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-26T11:00",384,111.1,16.19,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-26T11:15",392,107.4,17.0,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-26T11:30",422,107.4,16.09,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-26T11:45",430,107.6,16.57,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-26T12:00",424,106.8,16.69,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-26T12:15",474,105.4,18.25,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-26T12:30",553,104.8,18.42,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-26T12:45",517,103.2,18.67,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-26T13:00",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-26T13:15",,,,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-26T13:30",158,108.7,20.54,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-26T13:45",512,104.0,18.39,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-26T14:00",557,101.8,19.99,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-26T14:15",623,102.2,19.08,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-26T14:30",549,100.2,18.88,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-26T14:45",489,103.1,18.06,"NO_EVENT",12.291754,41.800588
1,"A","2018-09-26T15:00",,,,"NO_EVENT",12.291754,41.800588
